도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
"토베 얀손, 일과 사랑",,20170908,인문,22000,9,308,1,12,0,0
내가 데려다줄게(네버랜드 우리 걸작그림책 53)(양장본 HardCover),,20170830,유아(0~7세),11000,10,36,0,8,0,0
괴담,서늘한 기척,20170912,소설,13000,10,308,1,2,0,0
가을은 사랑하기 좋은 계절이다,김태광 시집,20170908,시/에세이,18000,10,160,1,16,0,0
"호감, 운을 끌어당기는 비밀",당신과 함께 하고 싶은 이유를 만들어라,20170910,자기계발,15000,10,302,1,15,0,0
나는 청개구리 경매로 집 400채를 돈 없이 샀다,"1,300채 경매 성공의 신화! 400채 ‘0원 경매’ 부동산의 전설!",20170904,경제/경영,18000,10,368,1,27,0,0
국사(독학사 교양공통 1단계)(2018)(iMBC 캠퍼스)(개정판),,20180110,취업/수험서,24000,0,382,0,2,0,0
언어 공부,16개 국어를 구사하는 통역사의 외국어 공부법,20170904,인문,15000,8.1,280,1,5,0,0
"톰, 아주 작은 아이 톰(문학동네 세계문학)(양장본 HardCover)",바르바라 콩스탕틴 장편소설,20170908,소설,13500,0,288,1,13,0,0
심심해 심심해(초등 저학년을 위한 그림동화 17)(양장본 HardCover),,20170830,유아(0~7세),12000,9.3,32,1,7,0,0
월요일은 빨래하는 날(보랏빛소 그림동화 1)(양장본 HardCover),,20170831,유아(0~7세),13000,0,42,0,11,0,0
사부작사부작. 1,,20170920,시/에세이,14000,10,308,0,9,0,0
성공해서 책을 쓰는 것이 아니라 책을 써야 성공한다,"작가, 코치, 강연가, 컨설턴트, 1인 지식 창업가로 사는 법",20170915,자기계발,19000,8,352,1,28,0,0
돼지가 한 마리도 죽지 않던 날(사계절1318문고 2),,20170818,소설,10000,9.8,182,1,17,0,0
국어 단권화 핵심 정리(2018)(해커스 공무원),"7급 9급 국가직, 지방직, 서울시, 국회직, 법원직, 경찰, 소방 공무원",20170912,취업/수험서,17900,9.4,316,0,12,0,0
난생처음 재테크,카드뉴스로 보는 재테크의 핵심,20170920,경제/경영,18000,9,408,1,8,0,0
아픔이 길이 되려면(양장본 HardCover),정의로운 건강을 찾아 질병의 사회적 책임을 묻다,20170913,인문,18000,9.6,320,1,10,0,0
나는 아빠가(양장본 HardCover),,20170908,유아(0~7세),13000,8.8,40,0,6,0,0
마흔의 시간관리,일과 가정 그리고 삶을 지키는 50가지 실천,20170830,자기계발,14500,10,264,1,8,0,0
국왕국어 기출 분석 세트(2018)(전3권),,20170915,취업/수험서,41000,10,1080,0,13,0,0
라인(사계절1318문고 111),이송현 장편소설,20170905,소설,12000,10,236,1,2,0,0
미래자동차: 모빌리티 혁명,자동차 혁명이 불러올 비즈니스 혁신과 이동의 미래,20170915,경제/경영,18000,10,504,1,14,0,0
애착 교실,관계 중심 학급 경영의 첫걸음,20170904,인문,16000,9,344,1,5,0,0
란제리 소녀시대,김용희 장편소설,20170911,소설,13000,2.5,288,1,8,0,0
"제4차 산업혁명시대, 사야 할 주식",제4차 산업혁명시대에 꼭 알아야 할 핵심종목 51,20170905,경제/경영,15000,9,256,1,19,0,0
김건호 헌법조문 부속법령 OX(2018),,20170912,취업/수험서,12000,9.6,268,0,16,0,0
"표절, 남의 글을 훔치다",,20170825,인문,25000,0,528,0,13,0,0
진정한 나를 찾는 모험(디즈니 프린세스),한 권으로 보는 용감한 공주들의 이야기 12편,20170828,유아(0~7세),15000,10,218,0,12,0,0
101가지 비즈니스 모델 이야기(2018 에디션)(성공하는 스타트업을 위한)(양장본 HardCover),,20170905,경제/경영,25000,9.6,434,0,17,0,0
김윤수 탐구 한국사 세트(2018)(전2권),9급 7급 공무원/선관위/법원직/경찰직 시험대비,20170911,취업/수험서,37000,10,804,0,13,0,0
언지록,2500년 동양의 가장 위대한 지혜를 담은 최강의 인생 지침서,20170825,인문,18000,10,708,1,3,0,0
브레인 임플란트,이혜원 장편소설,20170905,소설,10000,0,320,1,8,0,0
회계는 필요 없다,재무보고서에 가려진 기업의 진짜 가치를 찾는 법,20170912,경제/경영,18000,10,396,1,9,0,0
열일곱 살에 읽는 논어(메멘토 청소년문고 3),,20170904,인문,13800,0,320,1,12,0,0
김한나 경찰영어  No.1 Code Voca,경찰공무원 대표어휘집,20170920,취업/수험서,27000,7.5,503,0,24,0,0
이기는 부동산 투자,시장과 정책에 흔들리지 않는 부동산 투자의 정석,20170915,경제/경영,16500,8,312,1,10,0,0
로스쿨 민사법 종합사례연습(푸에테)(2판),변호사 시험 대비,20170901,취업/수험서,44000,0,984,0,14,0,0
열일곱 살에 읽는 맹자(메멘토 청소년문고 4),,20170904,인문,13800,10,288,1,12,0,0
하루만에 배우는 경영학,마케팅 입문편,20170901,경제/경영,13700,0,165,1,12,0,0
마니 행정학 기출빅데이터 세트(2018)(전2권),,20170920,취업/수험서,40000,10,1128,0,16,0,0
사이토 다카시의 교육력(이와나미 19),어떻게 가르칠 것인가,20170925,인문,8900,10,284,1,12,0,0
돈이 없어도 내가 부동산을 하는 이유,,20170904,경제/경영,16000,9.5,348,1,20,0,0
문병일 사회 기출 플러스(2018),9급 공무원 시험 대비,20170914,취업/수험서,20000,10,408,0,13,0,0
칸트의 인간(처음 읽는 고전 3),지적 인간 ㅣ 도덕적 인간 ㅣ 문화적 인간,20170901,인문,12000,0,152,0,6,0,0
OtvN 프리미엄 특강쇼 어쩌다 어른,,20170910,인문,15000,9.1,260,1,20,0,0
민경애 Big Mama NCS 간호관리(2018)(개정판 11판),"서울시 지방직 간호직 공무원 시험대비
							
							
								|
								간호관리 이론 및 문제 단권화 교재 최신기출문제 수록",20180105,취업/수험서,32000,9.4,792,0,21,0,0
창의적 글쓰기 100일의 기적,"하루 10분 글쓰기 100일 습관
							
							
								|
								글쓰기가 두려운 당신을 위한 유쾌한 글쓰기 방법!",20170830,인문,13000,10,236,1,16,0,0
박세진 영문법 OX문제집(2018),,20170908,취업/수험서,10000,0,185,0,13,0,0
북경편지(양장본 HardCover),이상적 편지를 주고받으며 대륙과 교류하다,20170821,인문,50000,10,768,1,4,0,0
부동산학개론 민법 및 민사특별법 마지막! 출제가능한 문제 100선(공인중개사 1차)(2017)(개정증보판),산업인력관리공단 2017기출문제 수록(민법 및 민사특별법),20170916,취업/수험서,15000,0,220,0,36,0,0
철학하는 인간의 힘,위대한 철학자 5인에게 길을 묻다,20170911,인문,15000,0,216,0,10,0,0
상법정리 조문집(3판),변호사시험 및 각종국가고시대비,20170904,취업/수험서,22000,10,486,0,8,0,0
손진숙 영어 쑥쑥 모의고사(총8회분)(봉투)(2018),2017 하반기 추가채용 대비(7급 9급),20170915,취업/수험서,12000,9.3,92,0,14,0,0
"모든 이가 스승이고, 모든 곳이 학교다",우리 시대 멘토 11인의 평생 공부 이야기,20170825,인문,15000,10,252,0,21,0,0
힘 있게 살고 후회 없이 떠난다,단 한 번의 인생 단 한 번의 죽음,20170920,인문,12000,0,216,1,17,0,0
신성일 영어 기출문제집(2017년 시행 10회)(PASS),,20180320,취업/수험서,10000,10,172,0,12,0,0
한국의 판타지 백과사전,신기하고 재미있는 옛이야기 120가지,20170901,인문,18000,8.6,400,0,12,0,0
신용한 Compass 행정학 합격노트(2018),"9급 7급 공무원, 경찰간부, 경찰승진 등 각종 공무원 시험대비",20170920,취업/수험서,18000,9.6,386,0,20,0,0
동화 속의 심리학,동화가 전해주는 삶의 지혜,20170901,인문,13000,10,264,0,9,0,0
세계그림지도(8절)(Big Book)(양장본 HardCover),,20170919,유아(0~7세),13000,9.5,40,0,6,0,0
아이 셋 워킹맘의 간결한 살림법,"육아, 가사, 일… 무리하지 않는 미니멀 살림 노하우
							
							
								|
								물건은 적게, 집은 아늑하고 청결하게, 육아는 즐겁게!",20171023,취미/실용/스포츠,13000,9.4,256,1,17,0,0
이지 시티 타이베이(이지시리즈),쉬운 타이베이 여행,20171016,여행,16000,9.5,424,0,10,0,0
파이썬 데이터 사이언스 핸드북(데이터 사이언스 시리즈 5),"IPython, Jupyter, NumPy, Pandas, Matplotlib, Scikit-Learn
							
							
								|
								라이브라이브러리를 활용한 데이터 과학과 머신러닝",20170929,컴퓨터/IT,38000,8.8,612,1,16,0,0
LH공사(한국토지주택공사) NCS직업기초능력평가(2017)(NCS)(2판),"2017.4.30 기출문제수록ㅣ기출유형에 따른 6개 영역수록
							
							
								|
								2017년 변경된 출제경향 완벽반영",20171025,취업/수험서,16000,6.9,212,0,4,0,0
"인공지능의 시대, 인간을 다시 묻다(양장본 HardCover)","철학과 과학을 넘나드는 사고력 강의
							
							
								|
								인공지능의 원리를 찾아, 인간의 ‘마음’을 묻다",20170927,인문,20000,8.3,372,1,19,0,0
하고 싶은 거 하고 살아요 우리(양장본 HardCover),마음이 뾰족한 날 나를 다독이는 공감 에세이,20170922,시/에세이,13800,10,256,1,17,0,0
섬에 있는 서점(양장본 HardCover),개브리얼 제빈 장편소설,20171005,소설,14800,9.4,320,1,8,0,0
지식의 사회사. 1,구텐베르크에서 디드로까지,20170922,역사/문화,21000,10,420,1,10,0,0
괜찮지 않습니다,최지은 기자의 페미니스트로 다시 만난 세계,20170922,정치/사회,14000,9,248,1,8,0,0
홍차가 있는 가계부(2018)(힐링&컬러링)(양장본 HardCover),"홍차로 물드는 시간, 나만의 정리",20171025,취미/실용/스포츠,15000,10,272,0,10,0,0
북숍 스토리,"취향의 시대, 당신이 찾는 마법 같은 공간에 관한 이야기",20170927,인문,15000,8.9,352,1,6,0,0
메리(양장본 HardCover),안녕달 그림책,20171012,유아(0~7세),12000,9.7,52,0,2,0,0
중국 물질문화사(양장본 HardCover),만물이라는 스승에게 배우다,20170925,역사/문화,35000,0,572,0,8,0,0
NCS LH한국토지주택공사 직업기초능력평가 최종점검 봉투모의고사 3회분(2017 하반기)(개정판),온라인 답안 분석 서비스 제공,20171025,취업/수험서,12000,7.1,120,0,39,0,0
"마흔, 영화를 보는 또 다른 시선",영화에 드러난 삶의 속살,20171016,시/에세이,16000,0,328,1,18,0,0
그 개와 같은 말,임현 소설집,20171013,소설,13000,7.9,308,0,9,0,0
아무도 대답해주지 않은 질문들,우리에게 필요한 페미니즘 성교육,20170928,정치/사회,16500,10,440,1,16,0,0
인공지능을 만드는 법,"디지털 게임 AI의 모든 것
							
							
								|
								재미있는 게임 AI는 어떻게 움직이는가?",20171013,컴퓨터/IT,25000,0,352,1,11,0,0
3 데이즈 인 가나자와(3Days in Kanazawa),다카야마 시라카와고 야마나카 온천,20170925,여행,10000,9.7,152,1,12,0,0
러시아 혁명사 강의,다른 미래를 꿈꾸는 사람들에게,20170927,역사/문화,16000,9.4,284,1,10,0,0
비즈니스 여행 코스 가이드북,바쁜 비즈니스맨을 위한 맞춤형 여행 가이드북,20171002,여행,12000,10,208,1,15,0,0
레전드는 슬럼프로 만들어진다(북저널리즘 9),전설은 역경을 어떻게 극복하는가,20170928,인문,12000,9,192,0,15,0,0
NCS LX 한국국토정보공사 NCS직업기초능력평가+직무지식검사(2018)(4판),"(관계법규Ⅰ,Ⅱ 핵심요약)
							
							
								|
								국가직무능력표준",20171025,취업/수험서,16000,7.5,244,0,34,0,0
그렇게 삶은 차곡차곡,사카베 히토미의 그림 에세이,20171012,시/에세이,12000,10,208,0,11,0,0
타타르말,,20171020,소설,17800,10,720,1,4,0,0
뉴스가 위로가 되는 이상한 시대입니다,뉴스룸 뒤편에서 전하는 JTBC 작가의 보도 일기,20171017,정치/사회,13000,10,304,1,20,0,0
파란 아이 이안(네버랜드 우리 걸작 그림책 54)(양장본 HardCover),,20170925,유아(0~7세),12500,10,48,0,8,0,0
명견만리 가계부(2018),행복한 미래를 준비하는 오늘의 습관,20171019,취미/실용/스포츠,15000,0,188,0,8,0,0
처음 배우는 머신러닝 + 인공지능 세트(전 2권),사이킷런으로 기초부터 모델링 실전 예제 문제 해결까지,20171001,컴퓨터/IT,54000,0,376,0,21,0,0
네팔은 여전히 아름답다,네팔인에게 배우는 인생 여행법,20170928,여행,14000,10,268,0,12,0,0
표현적 글쓰기,당신을 치료하는 글쓰기,20170925,인문,15000,10,296,1,7,0,0
마음 소화제,현대인의 답답한 마음을 위한 처방전,20170927,시/에세이,13800,0,220,1,6,0,0
NCS 건강보험심사평가원 필기시험+기출면접(2017년 하반기)(개정판),"2017~2016년 주요 공기업 기출복원문제ㅣ실전모의고사 2회분 수록
							
							
								|
								직무수행능력평가(경영/경제/행정) 및 보건의료지식 출제예상문제",20171025,취업/수험서,20000,10,364,0,23,0,0
인간의 살림살이(칼 폴라니 총서 2),,20170925,정치/사회,30000,9.6,640,1,8,0,0
판도라(세계 걸작 그림책 지크)(양장본 HardCover),,20170920,유아(0~7세),16000,10,32,1,3,0,0
겨울의 눈빛,박솔뫼 소설집,20170925,소설,13000,8.4,246,1,6,0,0
워드프로세서 실기 기본서(2018)(이기적 in)(스프링),2018년 출제기준 반영ㅣ채점 프로그램+무료동영상 강의 제공,20171020,컴퓨터/IT,17000,8.6,328,0,13,0,0
스쿨룩 패션 종이인형(새록새록 재미있는 추억의 놀이 4),,20171016,취미/실용/스포츠,10000,0,44,0,11,0,0
엄마의 가계부(2018)(꿈이 이루어지는)(전2권),,20171010,취미/실용/스포츠,13800,9.9,400,0,7,0,0
진짜 제주(깐깐한 제주 언니들이 꼼꼼히 알려주는)(개정판),전면 개편된 ‘17-‘18 제주 버스 노선 반영,20170928,여행,18000,8.3,548,1,5,0,0
산골에서 팔자가 활짝 피셨습니다,농부 김씨 부부의 산골 슬로 라이프,20170929,시/에세이,16500,10,368,1,17,0,0
컴퓨터활용능력 2급 실기(2018)(CD1장포함)(시나공시리즈 18)(전2권),"출제기준 변경 100% 반영
							
							
								|
								자동 채점 프로그램",20171010,컴퓨터/IT,22000,9.7,588,0,13,0,0
NCS 건강보험심사평가원(HIRA) 필기시험(심사직)(2017 하반기),"직업기초능력평가+직무수행능력평가(보건의료 및 관련법령)
							
							
								|
								변경된 출제경향 완벽반영",20171025,취업/수험서,19800,7.5,374,0,13,0,0
건강 격차,평등한 사회에서는 가난해도 병들지 않는다,20170925,정치/사회,22000,10,487,1,5,0,0
커피인문학,커피는 세상을 어떻게 유혹했는가,20170922,인문,19000,9.6,368,1,5,0,0
노랑나비랑 나랑(양장본 HardCover),,20170915,유아(0~7세),12800,10,30,0,8,0,0
전쟁 마술사,,20170927,소설,16000,9,616,1,6,0,0
구멍(걷는사람 세계문학선 1),,20170925,소설,14000,10,336,0,2,0,0
"아무튼, 쇼핑(아무튼 시리즈 4)",나는 오늘도 바다로 갑니다,20170925,시/에세이,9900,9.2,160,1,7,0,0
하루 만에 혼자서 배우는 언리얼 엔진 4(게임 개발 프로그래밍 시리즈),한 시간씩 단계별로 배우는 언리얼 엔진 4 마스터 과정,20171012,컴퓨터/IT,35000,9.2,520,1,22,0,0
NCS 국민건강보험공단 직업기초능력평가 봉투모의고사(3회분)(2017 하반기)(전면개정판),2017년 중반기 채용 최신 기출문제 수록,20171020,취업/수험서,12000,9.4,200,0,28,0,0
좋아하는 곳에 살고 있나요(자기만의 방 Room No. 102),공간디렉터 최고요의 인테리어 노하우북,20171017,취미/실용/스포츠,13500,9.2,272,1,14,0,0
해안 자동차여행 코스북,여행 계획 필요 없이 무작정 GO!,20170927,여행,17800,10,464,1,12,0,0
너도 한 입 줄게(양장본 HardCover),,20170910,유아(0~7세),9900,10,48,1,9,0,0
어맹자의(이토 진사이 선집 4),논어 맹자 개념어 사전,20170925,인문,16000,10,208,0,4,0,0
"아무튼, 게스트하우스(아무튼 시리즈 3)",서로의 이야기들이 오가는 동안 맥주는 시원하고 밤공기는 포근할 것이다,20170925,시/에세이,9900,10,164,1,11,0,0
안드로이드 디자인 패턴과 활용 사례(acorn+PACKT 시리즈),신뢰할 수 있고 견고하며 효율적인 안드로이드 앱 만들기,20171020,컴퓨터/IT,30000,0,444,1,19,0,0
나도 한 입만 줘(양장본 HardCover),,20170910,유아(0~7세),9900,0,44,1,9,0,0
NCS 국민건강보험공단(NHIS) NCS직업기초능력평가(행정직/건강직/요양직)(2017 하반기)(14판),2017년 중반기 기출문제 수록,20171031,취업/수험서,18000,2.5,374,0,12,0,0
닥터독의 강아지 수제간식 레시피,초보자도 쉽게 오븐 없이 만드는 친환경 반려견 영양 간식 40,20171020,취미/실용/스포츠,15000,8.5,224,1,17,0,0
아방가르드 프런티어(슬라비카총서 7),"러시아와 서구의 만남, 1910-1930",20170830,인문,20000,10,336,1,10,0,0
